Company,BeanOrigin,Rating,CocoaPercent,CocoaFraction
S.A.I.D.,100 percent,1.5,100.0,1.0
S.A.I.D.,Samana,3.0,70.0,0.7
S.A.I.D.,Arawak,3.5,72.0,0.72
S.A.I.D.,Latino,3.5,72.0,0.72
Sacred,Midnight,2.75,83.0,0.83
Sacred,Twilight,3.25,69.0,0.69
Salgado,Bahia Superior,3.5,70.0,0.7
Salgado,Esmeraldas,3.5,70.0,0.7
Salgado,Carenero Superior,3.5,70.0,0.7
Salgado,Rio Arriba,3.5,70.0,0.7
Santander (Compania Nacional),Colombian 2008,2.75,75.0,0.75
Santander (Compania Nacional),Colombian w/ nibs,3.0,70.0,0.7
Santander (Compania Nacional),Colombian Semi Dark,2.0,53.0,0.53
Santander (Compania Nacional),Colombian,3.0,65.0,0.65
Santander (Compania Nacional),Colombian Dark,4.0,70.0,0.7
Santome,Sao Tome,2.75,70.0,0.7
Scharffen Berger,San Juan de Cheni,4.0,78.0,0.78
Scharffen Berger,Markham Valley,3.75,68.0,0.68
Scharffen Berger,Camahogne,3.5,68.0,0.68
Scharffen Berger,Amina,3.75,65.0,0.65
Scharffen Berger,Tome Acu,3.75,68.0,0.68
Scharffen Berger,Asante,4.0,65.0,0.65
Scharffen Berger,Ben Tre,3.75,72.0,0.72
Scharffen Berger,Finisterra,3.0,72.0,0.72
Scharffen Berger,Las Islas,3.0,72.0,0.72
Scharffen Berger,Nibby,3.0,62.0,0.62
Scharffen Berger,Cuyagua,3.75,75.0,0.75
Scharffen Berger,Antilles (Trin/Gren/DR/Ven),3.0,75.0,0.75
Scharffen Berger,Extra Dark,2.0,82.0,0.82
Scharffen Berger,Bittersweet,3.5,70.0,0.7
Scharffen Berger,Kumasi Sambirano,2.0,68.0,0.68
Scharffen Berger,Jamaica a l'ancienne,2.0,70.0,0.7
Scharffen Berger,Semisweet,3.0,62.0,0.62
Seaforth,Dominican Republic,2.75,70.0,0.7
Seaforth,Grenada,2.75,70.0,0.7
Shark Mountain,Jamaica,3.25,72.0,0.72
Shark Mountain,Papua New Guinea,3.5,73.0,0.73
Shark Mountain,Cuyagua,2.75,77.0,0.77
Shark Mountain,ROIG,3.5,74.0,0.74
Shark Mountain,Ecuador,3.0,75.0,0.75
Shark Mountain,"Belize, 2013",3.25,72.0,0.72
Shark's,Hilo,2.0,73.0,0.73
Shark's,"Hilo, w/ added cocoa butter",2.5,73.0,0.73
Shattel,Tingo Maria,3.25,70.0,0.7
Shattell,Porcelana,3.5,75.0,0.75
Sibu,Oro,3.25,82.0,0.82
Sibu,Oscuro,3.5,70.0,0.7
Sibu Sura,Peru,2.5,70.0,0.7
Silvio Bessone,Maya Belize,3.0,67.0,0.67
Silvio Bessone,"Trintade, Sao Tome",3.25,65.0,0.65
Silvio Bessone,"Bahia, Scavina",3.25,60.0,0.6
Silvio Bessone,"Porcelana, Colombia, Amazonas",3.0,68.0,0.68
Sirene,Wild Bolivia,3.5,73.0,0.73
Sirene,Kokoa Kamili Coop,3.5,73.0,0.73
Sirene,"Esmeraldas, Salazar Farm",3.75,73.0,0.73
Sirene,"Somia Plantation, 2012",3.0,100.0,1.0
Sirene,"Camino Verde P., Balao, Guayas, 2012",3.0,100.0,1.0
Sirene,Lachua w/ cane sugar,3.0,73.0,0.73
Sirene,"Lachua w/ maple sugar, batch 5",3.25,73.0,0.73
Sirene,Pisa,3.25,73.0,0.73
Sirene,"Somia Plantation, 2012",3.75,67.0,0.67
Sirene,"Somia Plantation, 2012",3.75,73.0,0.73
Sirene,"Camino Verde P., Balao, Guayas",3.75,73.0,0.73
Sjolinds,Ghana,2.75,70.0,0.7
Sjolinds,Nicaragua,3.0,72.0,0.72
"Smooth Chocolator, The","Oko Caribe, DOR005",3.5,70.0,0.7
"Smooth Chocolator, The","Guasare, La Sierra de Perija, batch gua001",3.75,70.0,0.7
"Smooth Chocolator, The","Porcelana, Sorotaima,Machiques,batch pcl001",4.0,70.0,0.7
"Smooth Chocolator, The","Maya Mtn, Moho R., Toledo D.",3.75,70.0,0.7
"Smooth Chocolator, The",Tien Giang,3.0,70.0,0.7
"Smooth Chocolator, The",Australia,3.75,67.0,0.67
"Smooth Chocolator, The","Chimelb, Lanquin, Alta Verapaz, b-GUA001",3.25,70.0,0.7
"Smooth Chocolator, The",Akesson's Estate,3.25,65.0,0.65
"Smooth Chocolator, The",Akesson's Estate,3.5,70.0,0.7
"Smooth Chocolator, The",Kokoa Kamili,3.75,67.0,0.67
"Smooth Chocolator, The",San Juan Estate,3.75,70.0,0.7
"Smooth Chocolator, The",Camino Verde,4.0,72.0,0.72
"Smooth Chocolator, The",Bolivia,2.75,72.0,0.72
"Smooth Chocolator, The","Papua New Guinea, triple roast, batch 1",3.5,65.0,0.65
"Smooth Chocolator, The","Maranon, batch 2",3.0,67.0,0.67
"Smooth Chocolator, The","Chuao, batch 3",3.75,70.0,0.7
Snake & Butterfly,Ghana,1.5,67.0,0.67
Snake & Butterfly,Madagascar,3.0,68.0,0.68
Snake & Butterfly,Ecuador,3.25,68.0,0.68
Sol Cacao,"Ecuador, Batch 1",3.5,70.0,0.7
Sol Cacao,Madagascar,3.0,72.0,0.72
Solkiki,"Maranon, Fortunato No. 4",2.75,68.0,0.68
Solkiki,"Castillo, Hispaniola, unroasted",2.75,85.0,0.85
Solomons Gold,Solomon Island,3.25,70.0,0.7
Solomons Gold,Solomon Island w/ nibs,3.25,75.0,0.75
Solstice,Bundibugyo,3.0,70.0,0.7
Solstice,Sambirano,3.0,70.0,0.7
Solstice,Amazonas,3.0,70.0,0.7
Solstice,Bolivia,3.25,70.0,0.7
Solstice,San Martin,3.25,70.0,0.7
Solstice,Wasatch,3.5,70.0,0.7
Soma,"Oko Caribe, Duarte P., Collab w Chocosol",3.5,62.0,0.62
Soma,"Sambirano Valley, Black Science, B-60307.0",3.5,70.0,0.7
Soma,"Bahia Black, batch bra50722.1",3.5,70.0,0.7
Soma,"Abstract S. w/ Jamaica nibs,batch abs60323.0",3.75,75.0,0.75
Soma,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",3.75,70.0,0.7
Soma,"Tien Giang, Black S., batch VIT60420.0",4.0,70.0,0.7
Soma,"Camino Verde, Black S., batch cvu6030.0",3.25,70.0,0.7
Soma,CSB Chama,3.5,70.0,0.7
Soma,Porcelana,4.0,75.0,0.75
Soma,"La Tronca, Matagalpa",3.5,70.0,0.7
Soma,Maranon Canyon,3.75,70.0,0.7
Soma,La Dalia,3.25,70.0,0.7
Soma,"Camino Verde P., Balao, Guayas",3.5,80.0,0.8
Soma,"Espiritu Santo, 'Smoke Monster'",3.75,70.0,0.7
Soma,Little Big Man,3.25,70.0,0.7
Soma,"Rizek Cacao, Domin. Rep.",3.75,77.0,0.77
Soma,Java,3.25,70.0,0.7
Soma,"Apurimac, El Quinacho Co-op",2.75,70.0,0.7
Soma,"Sangre Grande P., Trinidad",3.75,70.0,0.7
Soma,Chef's Blend,3.25,70.0,0.7
Soma,Patanemo,3.75,70.0,0.7
Soma,Crazy 88,4.0,88.0,0.88
Soma,"Maracaibo, El Vigia",4.0,70.0,0.7
Soma,Equator,4.0,67.0,0.67
Soma,Orinoco,3.25,70.0,0.7
Soma,"Bachelor's Hall E., St. Thomas Parish",4.0,70.0,0.7
Soma,Noula Coop,3.25,70.0,0.7
Soma,O'ahu,3.75,70.0,0.7
Soma,"Dual Origins, Sambirano, Elvesia",4.0,70.0,0.7
Soma,"Dancing in Your Head, 5 bean blend",4.0,70.0,0.7
Soma,Cahabon Region,3.5,70.0,0.7
Soma,Carenero Superior,3.75,70.0,0.7
Soma,Eastern Promises,3.5,70.0,0.7
Soma,Papua New Guinea,3.5,85.0,0.85
Soma,"Grenada, Black Science",2.75,70.0,0.7
Soma,"Alto Beni, Wild Bolivian",3.5,70.0,0.7
Soma,Peruvian,4.0,64.0,0.64
Soma,"Three Amigos(Chuao, Wild Bolivia, D.R.)",4.0,70.0,0.7
Soma,"Elvesia P., Black Science",3.75,70.0,0.7
Soma,Chuao,3.5,70.0,0.7
Soma,Black Science Blend 1,3.75,70.0,0.7
Soma,Hispaniola,3.0,70.0,0.7
Soma,Africa,3.5,70.0,0.7
Soma,Conacado,3.0,70.0,0.7
Soma,Papua New Guinea,3.5,70.0,0.7
Soma,Madagascar,3.75,70.0,0.7
Soma,Ocumare,3.75,70.0,0.7
Somerville,Nicaragua,3.25,70.0,0.7
Somerville,"Hawaiian, Big Island",3.5,70.0,0.7
Soul,Dominican Republic,3.25,70.0,0.7
Soul,Madagascar,3.5,70.0,0.7
Soul,Venezuela,3.5,75.0,0.75
Soul,Ecuador,3.25,75.0,0.75
Soul,Papua New Guinea,3.25,77.0,0.77
Soul,Tanzania,3.5,80.0,0.8
Spagnvola,AgroCriso Plantation,3.0,70.0,0.7
Spagnvola,AgroCriso Plantation,3.0,80.0,0.8
Spagnvola,AgroCriso Plantation,3.25,75.0,0.75
Spencer,Dominican Republic,3.75,70.0,0.7
Spencer,Ecuador,3.5,70.0,0.7
Spencer,Peru,2.75,70.0,0.7
Spencer,"Dominican Republic, lot D82R",3.5,70.0,0.7
Spencer,"Ecuador, lot E432314L",3.75,70.0,0.7
Spencer,"Madagascar, lot M0403R",3.75,70.0,0.7
Spencer,Malekula Island,2.75,72.0,0.72
Sprungli (Felchlin),Alto Beni,3.0,70.0,0.7
SRSLY,Dominican Republic,3.0,70.0,0.7
SRSLY,Dominican Republic,2.25,84.0,0.84
Starchild,"Bolivar, Arriba",3.0,70.0,0.7
Starchild,Hispaniola,3.0,70.0,0.7
Starchild,Cacao Verapaz,3.0,70.0,0.7
Starchild,Rio Tuma,3.0,70.0,0.7
Starchild,Sambirano Valley,3.0,70.0,0.7
Stella (aka Bernrain),"Bahia, Agri-Forestal Plantation, 2010",2.75,68.0,0.68
Stella (aka Bernrain),India,3.25,72.0,0.72
Stone Grindz,"Ecuador, Midnight Dark",3.5,84.0,0.84
Stone Grindz,"Ecuador, Twilght Dark",3.5,70.0,0.7
StRita Supreme,"Samar, East Visayas region",2.5,65.0,0.65
StRita Supreme,"Samar, East Visayas region",2.5,70.0,0.7
StRita Supreme,"Samar, East Visayas region",2.75,75.0,0.75
Sublime Origins,Sambirano,2.75,67.0,0.67
Sublime Origins,Moho Valley,3.25,78.0,0.78
Summerbird,Peru,2.5,61.0,0.61
Summerbird,Peru,3.0,71.0,0.71
Suruca Chocolate,Venezuela,2.75,70.0,0.7
Suruca Chocolate,Venezuela,3.0,60.0,0.6
Svenska Kakaobolaget,Sri Lanka,2.75,70.0,0.7
Szanto Tibor,Nacional,3.25,70.0,0.7
Szanto Tibor,Baracoa,3.25,88.0,0.88
Szanto Tibor,Ambolikapiky,3.25,70.0,0.7
Szanto Tibor,"Winak, Sumaco",3.75,70.0,0.7
Szanto Tibor,"Ben Tre, Mekong Delta",3.25,70.0,0.7
Szanto Tibor,"Fazenda Sempre Firme, Bahia",3.5,70.0,0.7
Szanto Tibor,Porcelana,3.5,70.0,0.7
Szanto Tibor,Baracoa,3.75,70.0,0.7
Szanto Tibor,"Autumn, Primary Harvest, 2012",3.5,70.0,0.7
Szanto Tibor,"Spring, Secondary Harvest, 2012",3.5,70.0,0.7
Szanto Tibor,Cacao Blanco,3.25,70.0,0.7
Szanto Tibor,Santo Domingo,3.25,70.0,0.7
Szanto Tibor,Millot Plantation,3.25,70.0,0.7
Szanto Tibor,"Ayacucho, ""El Guinacho""",3.75,70.0,0.7
Szanto Tibor,Crudo,3.0,70.0,0.7
Tabal,Costa Rica,2.75,70.0,0.7
Tabal,Dominican Republic,2.75,70.0,0.7
Tabal,"Chiapas, Lacandon Jungle",2.5,70.0,0.7
Tabal,Peru,3.0,70.0,0.7
Tablette (aka Vanillabeans),Colombia,3.0,70.0,0.7
Tablette (aka Vanillabeans),Papua,3.25,62.0,0.62
Tablette (aka Vanillabeans),Vietnam,3.25,60.0,0.6
Tablette (aka Vanillabeans),Trinidad,2.75,77.0,0.77
Tan Ban Skrati,"Paramaribo, batch 20160043-01",3.25,70.0,0.7
Taza,Belize,3.0,68.0,0.68
Taza,Alto Beni,3.25,87.0,0.87
Taza,Chiapan,2.75,75.0,0.75
Taza,"Dark, Stone Ground",3.0,70.0,0.7
TCHO,West Africa,2.0,62.0,0.62
TCHO,Peru- Ecuador,3.25,99.0,0.99
TCHO,TCHOPro 60.5,2.75,60.0,0.6
TCHO,TCHOPro 68,3.0,68.0,0.68
TCHO,Chocolatey-beta,2.5,70.0,0.7
TCHO,Fruity-beta,2.5,70.0,0.7
TCHO,Citrus-beta,2.75,70.0,0.7
TCHO,Nutty-beta,2.5,70.0,0.7
Tejas,Concepcion,2.75,70.0,0.7
Tejas,Bayou Blend,3.0,70.0,0.7
Tejas,Aranama,3.0,70.0,0.7
Tejas,Presidio,3.5,70.0,0.7
Tejas,"La Bahia, w/ cane juice",3.25,70.0,0.7
Tejas,Capistrano,2.0,70.0,0.7
Tejas,"La Bahia, w/ cane sugar",3.25,70.0,0.7
Tejas,San Jose,2.75,70.0,0.7
Tejas,Capistrano*,3.0,70.0,0.7
Tejas,Espada,3.25,70.0,0.7
Tejas,Espada,2.75,70.0,0.7
Tejas,Concepcion*,3.0,80.0,0.8
Tejas,San Jose,3.25,67.0,0.67
Tejas,"Bahia, Floresta Azul,Good Friends Reserve#3",3.5,70.0,0.7
Terroir,Peru,2.75,70.0,0.7
Terroir,Belize,3.75,70.0,0.7
Terroir,Madagascar,3.75,70.0,0.7
Terroir,Ecuador,3.25,70.0,0.7
Terroir,Oko Caribe,3.5,70.0,0.7
Terroir,Guatemala,3.75,70.0,0.7
Terroir,Ecuador,3.25,77.0,0.77
Terroir,Madagascar,3.75,67.0,0.67
Terroir,Uganda,3.75,73.0,0.73
The Barn,Peru,3.0,70.0,0.7
Theo,Congo w/ nibs,3.25,65.0,0.65
Theo,Madagascar,3.5,65.0,0.65
Theo,Ivory Coast,2.5,75.0,0.75
Theo,"Ghana, Kumasi",3.0,84.0,0.84
Theo,"Venezuela; Barinos, Merida, Tachron",2.0,91.0,0.91
Theo,"Ghana, Panama, Ecuador",3.0,75.0,0.75
Theobroma,"Piura Select, Cacao Blanc",3.25,70.0,0.7
Timo A. Meyer,"Belize, med roast",3.75,72.0,0.72
To'ak (Ecuatoriana),Manabi,3.25,81.0,0.81
Tobago Estate (Pralus),"Roxborough, Tobago",4.0,70.0,0.7
Tocoti,"Wild Bolivian, Jungle Love",3.0,77.0,0.77
Tocoti,Venezuela,2.75,72.0,0.72
Tocoti,Dominican Republic,3.0,74.0,0.74
Treehouse,Conacado,3.0,72.0,0.72
Tsara (Cinagra),"Ambanja, Tsara Valley",3.5,72.0,0.72
twenty-four blackbirds,Oko Caribe,2.75,75.0,0.75
twenty-four blackbirds,"Cedeno, lot 271",3.5,75.0,0.75
twenty-four blackbirds,Madagascar,3.5,75.0,0.75
twenty-four blackbirds,Dominican Republic,3.25,68.0,0.68
twenty-four blackbirds,Palos Blancos,2.5,75.0,0.75
twenty-four blackbirds,Dominican Republic,2.75,73.0,0.73
Two Ravens,Peru,3.0,60.0,0.6
Un Dimanche A Paris,Dominican Republic,3.75,63.0,0.63
Undone,Matagalpa,2.75,74.0,0.74
Undone,Nourish,3.0,70.0,0.7
Upchurch,"Madagascar, Sassy Bar",3.0,72.0,0.72
Upchurch,"Tanzania, Party Bar",3.25,72.0,0.72
Urzi,"Sur del Lago, Merida",3.25,65.0,0.65
Valrhona,"Piura, Illanka, Quemazon",4.0,63.0,0.63
Valrhona,"Andoa, Grand Cru blend",3.5,70.0,0.7
Valrhona,"Loma Sotavento, 2013",3.5,64.0,0.64
Valrhona,"Otucan, Grand Cru",4.0,69.0,0.69
Valrhona,Caraque,3.25,56.0,0.56
Valrhona,"Porcelana, Pedegral",4.0,64.0,0.64
Valrhona,Tainori,3.75,64.0,0.64
Valrhona,Alpaco,3.75,66.0,0.66
Valrhona,Nyangbo,3.5,68.0,0.68
Valrhona,Araguani,3.0,72.0,0.72
Valrhona,Chuao 2002 P.,3.75,65.0,0.65
Valrhona,Manjari,4.0,64.0,0.64
Valrhona,Le Noir Extra Amer,1.5,85.0,0.85
Valrhona,Abinao,2.5,85.0,0.85
Valrhona,Le Noir Amer,2.75,71.0,0.71
Valrhona,"Porcelana, Maracaibo, Palmira P. 2006",3.25,64.0,0.64
Valrhona,Caraibe,3.0,66.0,0.66
Valrhona,Guanaja,4.0,70.0,0.7
Valrhona,Gran Couva 2005 P.,2.5,64.0,0.64
Valrhona,"Porcelana, Maracaibo, Palmira P. 2005",3.0,64.0,0.64
Valrhona,"Sambirano, Ampamakia 2005, Millot P.",3.5,64.0,0.64
Vanleer (Barry Callebaut),Manhattan,2.5,72.0,0.72
Vanleer (Barry Callebaut),Napa,2.75,65.0,0.65
Vao Vao (Chocolaterie Robert),Madagascar,2.75,72.0,0.72
Vao Vao (Chocolaterie Robert),Madagascar,2.75,76.0,0.76
Vao Vao (Chocolaterie Robert),Madagascar,2.75,80.0,0.8
Vao Vao (Chocolaterie Robert),Madagascar,3.0,70.0,0.7
Vao Vao (Chocolaterie Robert),Madagascar w/ nibs,3.0,68.0,0.68
Vao Vao (Chocolaterie Robert),Madagascar,3.25,64.0,0.64
Vicuna,Palos Blancos,3.25,70.0,0.7
Vicuna,Palos Blancos + nibs,3.25,70.0,0.7
Videri,Dominican Republic,3.25,90.0,0.9
Videri,Trinidad,3.5,75.0,0.75
Videri,Mindo,3.5,75.0,0.75
Videri,Dark,3.75,90.0,0.9
Videri,Classic,3.25,70.0,0.7
Vietcacao (A. Morin),"Ben Tre, Mekong Delta, MoCay",3.5,70.0,0.7
Vintage Plantations,San Martin,3.0,75.0,0.75
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",2.0,100.0,1.0
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",2.0,90.0,0.9
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",3.0,75.0,0.75
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2007",3.0,65.0,0.65
Violet Sky,Sambirano Valley,2.75,77.0,0.77
Violet Sky,Moho River Valley,3.0,77.0,0.77
Violet Sky,Cuyagua,3.0,77.0,0.77
Violet Sky,Peru,3.25,77.0,0.77
Violet Sky,Cahabon,2.75,77.0,0.77
Vivra,Peru,2.5,70.0,0.7
Vivra,Ocumare,2.5,70.0,0.7
Vivra,Dominican Republic,3.0,70.0,0.7
Wellington Chocolate Factory,Conacado,3.5,70.0,0.7
Wellington Chocolate Factory,"Piura Blanco, Norandino",3.5,70.0,0.7
Whittakers,Ghana,2.5,72.0,0.72
Wilkie's Organic,Amazonas,2.5,75.0,0.75
Wilkie's Organic,Amazonas,2.75,89.0,0.89
Wilkie's Organic,Tumbes,3.25,75.0,0.75
Wilkie's Organic,Amazonas w/ nibs,2.75,75.0,0.75
Willie's Cacao,Los Llanos,4.0,70.0,0.7
Willie's Cacao,Los Llanos,3.0,88.0,0.88
Willie's Cacao,"Java, Indonesian Black",2.25,100.0,1.0
Willie's Cacao,Sambirano,3.0,71.0,0.71
Willie's Cacao,Hacienda Las Trincheras,3.5,72.0,0.72
Willie's Cacao,Java,3.75,69.0,0.69
Willie's Cacao,San Martin,3.0,70.0,0.7
Willie's Cacao,Rio Caribe,3.25,72.0,0.72
Wm,"Guasare, Zulia Prov., 2015, batch 124",3.0,74.0,0.74
Wm,"Wild Beniano, 2016, batch 128, Heirloom",3.5,76.0,0.76
Wm,"Ghana, 2013, batch 129",3.75,75.0,0.75
Woodblock,"Maranon, Cajamarca",3.0,70.0,0.7
Woodblock,"Camino Verde P., Balao, Guayas",3.25,70.0,0.7
Woodblock,Gran Couva,3.5,70.0,0.7
Woodblock,Ecuador,2.5,70.0,0.7
Woodblock,Costa Rica,3.0,70.0,0.7
Woodblock,Sambirano,3.25,70.0,0.7
Woodblock,Ocumare,4.0,70.0,0.7
Woodblock,La Red,3.5,70.0,0.7
Xocolat,Hispaniola,3.0,66.0,0.66
Xocolla,"Sambirano, batch 170102",2.75,70.0,0.7
Xocolla,"Hispaniola, batch 170104",2.5,70.0,0.7
Zak's,"Papua New Guinea, Batch 2",3.0,70.0,0.7
Zak's,"Dominican Republic, Batch D2",3.25,70.0,0.7
Zak's,"Madagascar, Batch 2",3.25,70.0,0.7
Zak's,"Peru, Batch 1",3.25,70.0,0.7
Zak's,"Belize, Batch 2",3.5,70.0,0.7
Zak's,"House Blend, Batch 2",3.0,60.0,0.6
Zart Pralinen,"Millot P., Ambanja",3.5,70.0,0.7
Zart Pralinen,UNOCACE,2.75,70.0,0.7
Zart Pralinen,San Juan Estate,2.75,85.0,0.85
Zart Pralinen,"Kakao Kamili, Kilombero Valley",3.0,85.0,0.85
Zart Pralinen,"Kakao Kamili, Kilombero Valley",3.5,70.0,0.7
Zart Pralinen,"San Juan Estate, Gran Couva",3.5,78.0,0.78
Zokoko,Guadalcanal,3.75,78.0,0.78
Zokoko,Goddess Blend,3.25,65.0,0.65
Zokoko,Alto Beni,3.5,68.0,0.68
Zokoko,Tokiala,3.5,66.0,0.66
Zokoko,"Tranquilidad, Baures",3.75,72.0,0.72
Zotter,Raw,2.75,80.0,0.8
Zotter,"Bocas del Toro, Cocabo Co-op",3.5,72.0,0.72
Zotter,Amazonas Frucht,3.5,65.0,0.65
Zotter,"Satipo Pangoa region, 16hr conche",3.0,70.0,0.7
Zotter,"Satipo Pangoa region, 20hr conche",3.5,70.0,0.7
Zotter,"Loma Los Pinos, Yacao region, D.R.",3.75,62.0,0.62
Zotter,El Oro,3.0,75.0,0.75
Zotter,Huiwani Coop,3.0,75.0,0.75
Zotter,El Ceibo Coop,3.25,90.0,0.9
Zotter,Santo Domingo,3.75,70.0,0.7
Zotter,"Kongo, Highlands",3.25,68.0,0.68
Zotter,"Indianer, Raw",3.5,58.0,0.58
Zotter,Peru,3.75,70.0,0.7
Zotter,Congo,3.0,65.0,0.65
Zotter,Kerala State,3.5,65.0,0.65
Zotter,Kerala State,3.25,62.0,0.62
Zotter,"Brazil, Mitzi Blue",3.0,65.0,0.65
